version,git_sha,workload,run_id,frame_id,function,time_ms,scan_count,scan_points,candidate_count,bounds_count,branch_calls,branch_nodes,max_depth,score_all_calls,sort_ms,output_candidate_count,best_score,pose_x,pose_y,pose_yaw,checksum
L0_relaunch3,ad6bb15,W0,1,6,Total,174.665,15,1081,3840,15,26,49,3,40,0.502301,150,0.844929,-2,6.82,-3.02553,4.66698e+08
L0_relaunch3,ad6bb15,W0,1,7,MakeScans,0.726938,15,1081,0,15,0,0,3,0,0,150,0.840112,-2,6.82,-3.02553,4.68596e+08
L0_relaunch3,ad6bb15,W0,1,7,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.840112,-2,6.82,-3.02553,4.68596e+08
L0_relaunch3,ad6bb15,W0,1,7,MakeLowCands,0.120679,15,1081,3840,15,0,0,3,0,0,150,0.840112,-2,6.82,-3.02553,4.68596e+08
L0_relaunch3,ad6bb15,W0,1,7,Score,80.4294,15,1081,3840,15,0,0,3,15,0.493549,150,0.840112,-2,6.82,-3.02553,4.68596e+08
L0_relaunch3,ad6bb15,W0,1,7,Branch,124.99,15,1081,3840,15,35,62,3,34,0.012919,150,0.840112,-2,6.82,-3.02553,4.68596e+08
L0_relaunch3,ad6bb15,W0,1,7,ToOut,0.012605,15,1081,3840,15,0,0,3,0,0,150,0.840112,-2,6.82,-3.02553,4.68596e+08
L0_relaunch3,ad6bb15,W0,1,7,Total,206.281,15,1081,3840,15,35,62,3,49,0.506468,150,0.840112,-2,6.82,-3.02553,4.68596e+08
L0_relaunch3,ad6bb15,W0,1,8,MakeScans,0.7235,15,1081,0,15,0,0,3,0,0,150,0.842343,-2,6.82,-3.02553,4.67847e+08
L0_relaunch3,ad6bb15,W0,1,8,MakeBounds,0.000782,15,1081,0,15,0,0,3,0,0,150,0.842343,-2,6.82,-3.02553,4.67847e+08
L0_relaunch3,ad6bb15,W0,1,8,MakeLowCands,0.120366,15,1081,3840,15,0,0,3,0,0,150,0.842343,-2,6.82,-3.02553,4.67847e+08
L0_relaunch3,ad6bb15,W0,1,8,Score,80.74,15,1081,3840,15,0,0,3,15,0.494747,150,0.842343,-2,6.82,-3.02553,4.67847e+08
